,crop,p,c1,c2,fertilizer subsidy (%),land area (ha),yield (kg/ha),production (kg),Nfert (kg/ha)
1598,cassava,-40,30,10,10.0,507581.01,0.6,306165.45,0.0
1599,cassava,-10,30,-10,-10.0,380750.63,0.8,306165.45,0.0
1600,cassava,10,50,-30,-30.0,380988.5,0.8,306165.45,0.0
1601,cassava,-20,30,20,20.0,380729.0,0.8,306165.45,0.0
1602,cassava,20,0,50,50.0,101602.4,1247.76,126775239.2,23.37
1603,cassava,10,50,20,20.0,380988.5,0.8,306165.45,0.0
1604,cassava,-40,-30,30,30.0,867.42,352.96,306165.45,0.0
1605,cassava,-30,40,-10,-10.0,380037.51,0.81,306165.45,0.0
1606,cassava,30,-10,0,0.0,119271.35,1020.52,121718999.85,16.83
1607,cassava,0,20,10,10.0,380861.62,0.8,306165.45,0.0
1608,cassava,40,-40,-10,-10.0,76739.07,1518.43,116523089.93,22.86
1609,cassava,-30,-30,0,0.0,63145.17,2091.73,132082931.86,47.13
1610,cassava,30,-40,10,10.0,96871.18,1249.26,121017577.83,20.57
1611,cassava,-30,-20,-10,-10.0,69215.91,1923.12,133110706.9,43.71
1612,cassava,-30,-10,50,50.0,2062.73,148.43,306165.45,0.0
1613,cassava,-30,20,10,10.0,380823.56,0.8,306165.45,0.0
1614,cassava,-40,10,40,40.0,507817.09,0.6,306165.45,0.0
1615,cassava,0,10,50,50.0,368859.18,0.83,306165.45,0.0
1616,cassava,-30,0,-10,-10.0,1468060.75,36.46,53532389.18,0.07
1617,cassava,-20,-20,-20,-20.0,68313.39,1908.69,130388760.96,40.75
1618,cassava,20,-30,0,0.0,80828.35,1530.52,123709398.18,27.29
1619,cassava,0,-30,50,50.0,66245.56,1930.46,127884429.41,38.98
1620,cassava,-10,50,-20,-20.0,380988.5,0.8,306165.45,0.0
1621,cassava,50,50,-30,-30.0,380988.5,0.8,306165.45,0.0
1622,cassava,50,20,20,20.0,507900.08,0.6,306165.45,0.0
1623,cassava,-20,-20,-30,-30.0,68068.07,1904.84,129658444.48,39.98
1624,cassava,-40,50,20,20.0,380988.5,0.8,306165.45,0.0
1625,cassava,0,30,10,10.0,380772.25,0.8,306165.45,0.0
1626,cassava,-20,20,-40,-40.0,380836.25,0.8,306165.45,0.0
1627,cassava,-10,-40,-40,-40.0,69868.87,1844.59,128879445.96,37.86
1628,cassava,0,50,0,0.0,380988.5,0.8,306165.45,0.0
1629,cassava,-40,30,30,30.0,507581.01,0.6,306165.45,0.0
1630,cassava,30,30,-40,-40.0,380837.13,0.8,306165.45,0.0
1631,cassava,-20,40,0,0.0,380110.66,0.81,306165.45,0.0
1632,cassava,0,40,-30,-30.0,380256.97,0.81,306165.45,0.0
1633,cassava,40,20,-40,-40.0,507883.17,0.6,306165.45,0.0
1634,cassava,-30,30,0,0.0,380707.38,0.8,306165.45,0.0
1635,cassava,50,10,30,30.0,434527.79,0.7,306165.45,0.0
1636,cassava,0,30,30,30.0,380772.25,0.8,306165.45,0.0
1637,cassava,30,30,30,30.0,380837.13,0.8,306165.45,0.0
1638,cassava,0,20,-10,-10.0,380861.62,0.8,306165.45,0.0
1639,cassava,40,-30,0,0.0,104087.77,1132.48,117877301.52,17.22
1640,cassava,0,30,-30,-30.0,380772.25,0.8,306165.45,0.0
1641,cassava,-10,-40,-30,-30.0,67940.65,1895.5,128781568.7,38.97
1642,cassava,10,-10,10,10.0,82778.81,1532.68,126873079.08,29.37
1643,cassava,50,20,10,10.0,507900.08,0.6,306165.45,0.0
1644,cassava,50,-40,-30,-30.0,48960.28,2357.0,115399510.05,36.23
1645,cassava,0,-30,0,0.0,64534.7,1963.42,126708688.38,38.68
1646,cassava,-40,-20,20,20.0,93866.99,2200.4,206544851.46,266.09
1647,cassava,10,-30,50,50.0,65477.05,1903.75,124652125.44,35.6
1648,cassava,0,30,0,0.0,380772.25,0.8,306165.45,0.0
1649,cassava,40,40,-10,-10.0,507399.44,0.6,306165.45,0.0
1650,cassava,40,20,-30,-30.0,507883.17,0.6,306165.45,0.0
1651,cassava,10,0,50,50.0,88453.91,1444.12,127737729.55,28.03
1652,cassava,-20,-10,10,10.0,1880.72,162.79,306165.45,0.0
1653,cassava,-40,50,10,10.0,380988.5,0.8,306165.45,0.0
1654,cassava,-10,-30,30,30.0,65561.2,1985.46,130169066.35,42.44
1655,cassava,-10,10,30,30.0,377361.17,0.81,306165.45,0.0
1656,cassava,40,50,-30,-30.0,380988.5,0.8,306165.45,0.0
1657,cassava,-10,40,40,40.0,380183.81,0.81,306165.45,0.0
1658,cassava,20,0,-10,-10.0,5285.09,57.93,306165.45,0.0
1659,cassava,30,20,50,50.0,380899.69,0.8,306165.45,0.0
1660,cassava,-10,-40,-20,-20.0,66083.21,1948.53,128765091.42,40.21
1661,cassava,-20,-40,20,20.0,56644.77,2280.29,129166249.76,48.77
1662,cassava,-20,-20,-40,-40.0,67921.06,1896.06,128782379.22,38.98
1663,cassava,40,30,10,10.0,507811.67,0.6,306165.45,0.0
1664,cassava,20,30,-20,-20.0,380815.5,0.8,306165.45,0.0
1665,cassava,10,50,0,0.0,380988.5,0.8,306165.45,0.0
1666,cassava,0,-30,-10,-10.0,66778.44,1895.59,126584689.44,37.05
1667,cassava,-30,50,10,10.0,380988.5,0.8,306165.45,0.0
1668,cassava,-30,-30,-30,-30.0,54822.69,3207.1,175821784.32,247.43
1669,cassava,50,50,20,20.0,380988.5,0.8,306165.45,0.0
1670,cassava,-20,50,30,30.0,380988.5,0.8,306165.45,0.0
1671,cassava,50,40,50,50.0,507496.98,0.6,306165.45,0.0
1672,cassava,20,50,10,10.0,380988.5,0.8,306165.45,0.0
1673,cassava,0,50,-10,-10.0,380988.5,0.8,306165.45,0.0
1674,cassava,-30,10,20,20.0,375769.6,0.81,306165.45,0.0
1675,cassava,-20,40,30,30.0,380110.66,0.81,306165.45,0.0
1676,cassava,-10,0,50,50.0,82416.53,1614.03,133022855.39,35.67
1677,cassava,-30,50,30,30.0,380988.5,0.8,306165.45,0.0
1678,cassava,50,-40,0,0.0,59311.15,1843.18,109321312.72,23.62
1679,cassava,0,-30,20,20.0,63553.97,2002.23,127249734.47,40.06
1680,cassava,40,40,0,0.0,507399.44,0.6,306165.45,0.0
1681,cassava,20,10,-20,-20.0,387065.05,0.79,306165.45,0.0
1682,cassava,40,-10,-40,-40.0,190469.94,643.14,122498626.25,10.54
1683,cassava,-40,0,-30,-30.0,1464373.43,34.39,50360311.92,0.06
1684,cassava,40,50,0,0.0,380988.5,0.8,306165.45,0.0
1685,cassava,0,30,40,40.0,380772.25,0.8,306165.45,0.0
1686,cassava,20,-30,-20,-20.0,93643.94,1328.01,124360350.76,23.7
1687,cassava,-10,40,30,30.0,380183.81,0.81,306165.45,0.0
1688,cassava,40,-40,-40,-40.0,65798.07,1828.23,120294321.12,30.69
1689,cassava,20,10,20,20.0,387064.96,0.79,306165.45,0.0
1690,cassava,10,-30,-10,-10.0,71802.19,1729.53,124183866.32,31.6
1691,cassava,0,-10,-10,-10.0,1577.38,194.1,306165.45,0.0
1692,cassava,30,50,-20,-20.0,380988.5,0.8,306165.45,0.0
1693,cassava,20,-40,0,0.0,97635.32,1282.79,125245764.82,23.28
1694,cassava,50,40,10,10.0,507496.98,0.6,306165.45,0.0
1695,cassava,30,50,-40,-40.0,380988.5,0.8,306165.45,0.0
1696,cassava,-20,-30,0,0.0,61583.05,2108.16,129826750.11,45.15
1697,cassava,-40,20,-20,-20.0,507747.83,0.6,306165.45,0.0
1698,cassava,10,10,10,10.0,372306.81,0.82,306165.45,0.0
1699,cassava,20,0,40,40.0,101119.4,1254.65,126869350.24,23.56
1700,cassava,20,40,-10,-10.0,380403.27,0.8,306165.45,0.0
1701,cassava,10,-30,0,0.0,68823.78,1804.77,124211359.24,33.17
1702,cassava,-30,20,-30,-30.0,380823.56,0.8,306165.45,0.0
1703,cassava,30,-40,50,50.0,92836.38,1301.34,120811898.23,21.39
1704,cassava,-20,50,-20,-20.0,380988.5,0.8,306165.45,0.0
1705,cassava,-10,10,40,40.0,377361.17,0.81,306165.45,0.0
1706,cassava,20,-20,0,0.0,82743.47,1495.51,123743782.08,26.62
1707,cassava,10,-30,30,30.0,64129.88,1939.8,124398829.07,36.15
1708,cassava,50,0,-20,-20.0,3271.72,93.58,306165.45,0.0
1709,cassava,-20,-30,10,10.0,62300.81,2090.57,130244466.46,45.15
1710,cassava,30,40,-30,-30.0,380476.43,0.8,306165.45,0.0
1711,cassava,30,40,0,0.0,380476.43,0.8,306165.45,0.0
1712,cassava,30,50,-10,-10.0,380988.5,0.8,306165.45,0.0
1713,cassava,40,30,0,0.0,507811.67,0.6,306165.45,0.0
1714,cassava,40,-30,-40,-40.0,88665.79,1339.97,118809712.77,21.08
1715,cassava,40,-20,40,40.0,141243.26,852.91,120467508.51,13.53
1716,cassava,-30,40,0,0.0,380037.51,0.81,306165.45,0.0
1717,cassava,-10,30,30,30.0,380750.63,0.8,306165.45,0.0
1718,cassava,50,-30,0,0.0,77868.8,1407.23,109579043.17,17.78
1719,cassava,20,10,10,10.0,387064.98,0.79,306165.45,0.0
1720,cassava,10,-40,-40,-40.0,100192.43,1269.64,127208576.18,24.05
1721,cassava,30,-40,-40,-40.0,81403.34,1478.81,120379771.35,24.33
1722,cassava,-30,40,-30,-30.0,380037.51,0.81,306165.45,0.0
1723,cassava,0,50,30,30.0,380988.5,0.8,306165.45,0.0
1724,cassava,-30,50,-40,-40.0,380988.5,0.8,306165.45,0.0
1725,cassava,0,-10,40,40.0,1577.38,194.1,306165.45,0.0
1726,cassava,30,30,50,50.0,380837.13,0.8,306165.45,0.0
1727,cassava,-10,-20,-10,-10.0,72006.75,1809.65,130307087.94,38.26
1728,cassava,20,30,10,10.0,380815.5,0.8,306165.45,0.0
1729,cassava,10,-30,-40,-40.0,81108.8,1539.14,124837653.24,28.17
1730,cassava,10,20,-20,-20.0,380874.31,0.8,306165.45,0.0
1731,cassava,20,-30,20,20.0,74874.92,1652.11,123701322.17,29.69
1732,cassava,20,-20,50,50.0,86409.49,1449.03,125209596.23,26.58
1733,cassava,10,30,30,30.0,380793.88,0.8,306165.45,0.0
1734,cassava,50,20,-30,-30.0,507900.08,0.6,306165.45,0.0
1735,cassava,10,50,10,10.0,380988.5,0.8,306165.45,0.0
1736,cassava,-30,40,-20,-20.0,380037.51,0.81,306165.45,0.0
1737,cassava,0,-30,-30,-30.0,72545.09,1744.87,126582080.22,33.73
1738,cassava,-20,0,-10,-10.0,1472521.57,40.33,59381605.98,0.1
1739,cassava,10,40,-40,-40.0,380330.12,0.8,306165.45,0.0
1740,cassava,-10,-30,0,0.0,63028.05,2046.97,129016550.66,42.82
1741,cassava,-20,20,20,20.0,380836.25,0.8,306165.45,0.0
1742,cassava,20,-20,-40,-40.0,100423.02,1241.96,124721644.3,22.22
1743,cassava,-20,30,50,50.0,380729.0,0.8,306165.45,0.0
1744,cassava,-30,10,-40,-40.0,375769.6,0.81,306165.45,0.0
1745,cassava,50,50,10,10.0,380988.5,0.8,306165.45,0.0
1746,cassava,30,10,0,0.0,409705.62,0.75,306165.45,0.0
1747,cassava,30,20,-40,-40.0,380899.69,0.8,306165.45,0.0
1748,cassava,-10,20,-10,-10.0,380848.94,0.8,306165.45,0.0
1749,cassava,-40,-10,-10,-10.0,2184.07,140.18,306165.45,0.0
1750,cassava,-40,10,0,0.0,507817.09,0.6,306165.45,0.0
1751,cassava,0,-10,10,10.0,79903.93,1625.12,129853507.82,33.52
1752,cassava,-20,20,30,30.0,380836.25,0.8,306165.45,0.0
1753,cassava,-30,40,20,20.0,380037.51,0.81,306165.45,0.0
1754,cassava,-10,50,30,30.0,380988.5,0.8,306165.45,0.0
1755,cassava,-40,-10,50,50.0,2184.07,140.18,306165.45,0.0
1756,cassava,50,50,0,0.0,380988.5,0.8,306165.45,0.0
1757,cassava,-30,-20,50,50.0,1172.71,261.07,306165.45,0.0
1758,cassava,-20,10,10,10.0,376855.77,0.81,306165.45,0.0
1759,cassava,-20,10,-40,-40.0,376855.77,0.81,306165.45,0.0
1760,cassava,-20,40,10,10.0,380110.66,0.81,306165.45,0.0
1761,cassava,0,-40,-20,-20.0,69696.09,1821.34,126940145.26,35.7
1762,cassava,40,0,0,0.0,4026.73,76.03,306165.45,0.0
1763,cassava,20,10,0,0.0,387065.01,0.79,306165.45,0.0
1764,cassava,40,-40,-30,-30.0,70344.86,1679.95,118175538.6,26.56
1765,cassava,-20,30,-20,-20.0,380729.0,0.8,306165.45,0.0
1766,cassava,-10,-20,50,50.0,74385.82,1770.03,131664844.95,38.45
1767,cassava,30,20,-10,-10.0,380899.69,0.8,306165.45,0.0
1768,cassava,-40,-10,-20,-20.0,2184.07,140.18,306165.45,0.0
1769,cassava,0,-40,40,40.0,62251.4,2040.04,126995143.48,40.69
1770,cassava,20,50,20,20.0,380988.5,0.8,306165.45,0.0
1771,cassava,-30,-10,10,10.0,74008.36,1818.32,134570882.45,42.31
1772,cassava,30,-10,-20,-20.0,1092.03,280.36,306165.45,0.0
1773,cassava,-30,30,20,20.0,380707.38,0.8,306165.45,0.0
1774,cassava,40,-40,10,10.0,82218.6,1417.59,116551968.09,21.24
1775,cassava,-30,0,-20,-20.0,1468060.75,36.52,53612155.76,0.07
1776,cassava,-40,20,40,40.0,507747.83,0.6,306165.45,0.0
1777,cassava,50,-20,20,20.0,120346.94,935.53,112588752.08,12.43
1778,cassava,-40,50,50,50.0,380988.5,0.8,306165.45,0.0
1779,cassava,-20,30,-40,-40.0,380729.0,0.8,306165.45,0.0
1780,cassava,0,-10,50,50.0,1577.38,194.1,306165.45,0.0
1781,cassava,-20,0,-40,-40.0,1472521.57,40.6,59781486.33,0.1
1782,cassava,-20,40,50,50.0,380110.66,0.81,306165.45,0.0
1783,cassava,40,10,10,10.0,425161.64,0.72,306165.45,0.0
1784,cassava,0,20,-20,-20.0,380861.62,0.8,306165.45,0.0
1785,cassava,20,-40,-40,-40.0,102061.16,1232.05,125744729.27,22.53
1786,cassava,-20,30,-10,-10.0,380729.0,0.8,306165.45,0.0
1787,cassava,10,20,50,50.0,380874.31,0.8,306165.45,0.0
1788,cassava,50,0,-30,-30.0,3271.72,93.58,306165.45,0.0
1789,cassava,-20,30,-30,-30.0,380729.0,0.8,306165.45,0.0
1790,cassava,50,-10,50,50.0,237061.35,485.63,115124510.24,6.69
1791,cassava,-10,0,-30,-30.0,7298.45,41.95,306165.45,0.0
1792,cassava,30,-30,30,30.0,86291.68,1398.38,120668500.14,23.05
1793,cassava,-20,0,50,50.0,77469.93,1721.23,133343865.22,38.66
1794,cassava,0,30,20,20.0,380772.25,0.8,306165.45,0.0
1795,cassava,-40,-30,50,50.0,64432.54,2074.04,133635879.9,48.34
1796,cassava,20,-10,-10,-10.0,54630.06,3040.14,166082869.73,173.27
1797,cassava,20,20,10,10.0,380887.0,0.8,306165.45,0.0
1798,cassava,-10,10,-40,-40.0,377361.17,0.81,306165.45,0.0
1799,cassava,20,-10,50,50.0,1274.04,240.31,306165.45,0.0
1800,cassava,0,-40,20,20.0,63513.82,1999.21,126977288.52,39.74
1801,cassava,0,20,50,50.0,380861.62,0.8,306165.45,0.0
1802,cassava,50,30,-30,-30.0,507840.5,0.6,306165.45,0.0
1803,cassava,-40,-20,-30,-30.0,62758.59,2907.33,182459768.84,246.03
1804,cassava,40,-40,50,50.0,93434.38,1263.72,118075236.87,19.45
1805,cassava,-30,-30,10,10.0,62432.2,3012.3,188064816.41,310.06
1806,cassava,-40,0,0,0.0,1464373.43,34.27,50182824.92,0.05
1807,cassava,-40,40,30,30.0,506619.14,0.6,306165.45,0.0
1808,cassava,0,-20,20,20.0,63130.86,2905.33,183415933.24,252.19
1809,cassava,-20,40,-20,-20.0,380110.66,0.81,306165.45,0.0
1810,cassava,40,-10,-10,-10.0,224679.68,536.13,120457625.13,8.35
1811,cassava,-10,-40,10,10.0,61951.71,2081.56,128956160.84,43.6
1812,cassava,40,40,-40,-40.0,507399.44,0.6,306165.45,0.0
1813,cassava,40,20,20,20.0,507883.17,0.6,306165.45,0.0
1814,cassava,20,50,0,0.0,380988.5,0.8,306165.45,0.0
1815,cassava,20,40,0,0.0,380403.27,0.8,306165.45,0.0
1816,cassava,-10,50,-30,-30.0,380988.5,0.8,306165.45,0.0
1817,cassava,-10,-20,-40,-40.0,71757.91,1779.32,127680373.72,35.36
1818,cassava,40,30,20,20.0,507811.67,0.6,306165.45,0.0
1819,cassava,50,-40,-10,-10.0,56916.69,1932.36,109983317.48,25.3
1820,cassava,40,40,50,50.0,507399.44,0.6,306165.45,0.0
1821,cassava,-40,30,-30,-30.0,507581.01,0.6,306165.45,0.0
1822,cassava,10,20,-30,-30.0,380874.31,0.8,306165.45,0.0
1823,cassava,20,50,30,30.0,380988.5,0.8,306165.45,0.0
1824,cassava,20,10,50,50.0,387064.92,0.79,306165.45,0.0
1825,cassava,10,10,-30,-30.0,372306.88,0.82,306165.45,0.0
1826,cassava,20,50,-30,-30.0,380988.5,0.8,306165.45,0.0
1827,cassava,30,-20,-10,-10.0,114837.06,1053.46,120975739.42,17.12
1828,cassava,30,20,20,20.0,380899.69,0.8,306165.45,0.0
1829,cassava,20,-20,30,30.0,84435.93,1481.57,125097560.38,27.17
1830,cassava,10,50,-40,-40.0,380988.5,0.8,306165.45,0.0
1831,cassava,20,30,40,40.0,380815.5,0.8,306165.45,0.0
1832,cassava,20,-30,30,30.0,73402.65,1685.19,123697182.18,30.35
1833,cassava,-20,10,-30,-30.0,376855.77,0.81,306165.45,0.0
1834,cassava,-10,-30,40,40.0,66262.24,1966.99,130337021.51,42.14
1835,cassava,-40,40,0,0.0,506619.14,0.6,306165.45,0.0
1836,cassava,-20,40,20,20.0,380110.66,0.81,306165.45,0.0
1837,cassava,30,50,20,20.0,380988.5,0.8,306165.45,0.0
1838,cassava,-40,-30,-10,-10.0,61752.51,2143.85,132387868.04,48.86
1839,cassava,-20,-10,20,20.0,1880.72,162.79,306165.45,0.0
1840,cassava,30,40,40,40.0,380476.43,0.8,306165.45,0.0
1841,cassava,10,30,50,50.0,380793.88,0.8,306165.45,0.0
1842,cassava,50,-30,-10,-10.0,74976.35,1465.09,109846821.3,18.68
1843,cassava,-10,50,-10,-10.0,380988.5,0.8,306165.45,0.0
1844,cassava,-10,40,-30,-30.0,380183.81,0.81,306165.45,0.0
1845,cassava,0,-10,-40,-40.0,1577.38,194.1,306165.45,0.0
1846,cassava,30,10,-40,-40.0,409705.65,0.75,306165.45,0.0
1847,cassava,50,-40,-40,-40.0,42381.69,2797.19,118549552.44,47.85
1848,cassava,-40,0,20,20.0,1464373.43,34.19,50066987.19,0.05
1849,cassava,20,40,10,10.0,380403.27,0.8,306165.45,0.0
1850,cassava,40,-40,-20,-20.0,73775.78,1586.51,117045988.7,24.28
1851,cassava,-20,-40,-30,-30.0,61932.0,2077.34,128653613.66,43.19
1852,cassava,-40,20,-40,-40.0,507747.83,0.6,306165.45,0.0
1853,cassava,10,-40,-20,-20.0,80351.11,1559.03,125269920.28,28.86
1854,cassava,40,30,-20,-20.0,507811.67,0.6,306165.45,0.0
1855,cassava,-40,40,10,10.0,506619.14,0.6,306165.45,0.0
1856,cassava,-20,20,40,40.0,380836.25,0.8,306165.45,0.0
1857,cassava,0,-40,-40,-40.0,73997.14,1720.26,127294370.42,33.74
1858,cassava,30,20,0,0.0,380899.69,0.8,306165.45,0.0
1859,cassava,-30,-20,0,0.0,61335.82,3038.44,186365119.4,300.41
1860,cassava,-30,-10,30,30.0,74312.95,1813.05,134733449.06,42.32
1861,cassava,-30,-30,20,20.0,64312.99,2063.09,132683247.97,47.01
1862,cassava,0,-30,40,40.0,65438.26,1952.44,127764541.49,39.38
1863,cassava,-10,-20,10,10.0,72790.67,1802.39,131197492.17,38.85
1864,cassava,20,-20,20,20.0,83487.4,1495.7,124872191.0,27.32
1865,cassava,-20,50,-40,-40.0,380988.5,0.8,306165.45,0.0
1866,cassava,0,50,-20,-20.0,380988.5,0.8,306165.45,0.0
1867,cassava,30,10,50,50.0,409705.61,0.75,306165.45,0.0
1868,cassava,-20,0,40,40.0,77386.17,1723.65,133386918.23,38.76
1869,cassava,-20,50,20,20.0,380988.5,0.8,306165.45,0.0
1870,cassava,0,10,0,0.0,368859.21,0.83,306165.45,0.0
1871,cassava,0,50,10,10.0,380988.5,0.8,306165.45,0.0
1872,cassava,30,-10,10,10.0,113514.93,1078.47,122422207.74,18.13
1873,cassava,-20,0,10,10.0,1472521.57,40.15,59125698.47,0.1
1874,cassava,40,10,-30,-30.0,425161.7,0.72,306165.45,0.0
1875,cassava,-20,20,-10,-10.0,380836.25,0.8,306165.45,0.0
1876,cassava,40,-30,-10,-10.0,100623.86,1165.4,117266951.24,17.5
1877,cassava,40,-20,30,30.0,136347.49,882.53,120330087.59,13.99
1878,cassava,30,30,-20,-20.0,380837.13,0.8,306165.45,0.0
1879,cassava,-20,-30,20,20.0,62961.23,2073.45,130546652.5,45.03
1880,cassava,10,-30,40,40.0,64418.5,1932.9,124514548.88,36.1
1881,cassava,30,40,50,50.0,380476.43,0.8,306165.45,0.0
1882,cassava,0,-20,-30,-30.0,36482.87,4347.46,158607768.29,267.53
1883,cassava,30,10,-20,-20.0,409705.64,0.75,306165.45,0.0
1884,cassava,-20,30,0,0.0,380729.0,0.8,306165.45,0.0
1885,cassava,-20,-20,40,40.0,1069.24,286.34,306165.45,0.0
1886,cassava,-40,50,40,40.0,380988.5,0.8,306165.45,0.0
1887,cassava,40,-10,30,30.0,171162.38,710.35,121585664.51,11.46
1888,cassava,0,-40,30,30.0,62760.72,2023.49,126995534.54,40.31
1889,cassava,50,-10,-40,-40.0,167509.26,677.6,113503712.4,9.08
1890,cassava,20,-40,-10,-10.0,111810.46,1127.52,126068959.55,20.62
1891,cassava,-40,-30,0,0.0,62313.62,2130.8,132778108.81,48.94
1892,cassava,20,-20,10,10.0,82799.47,1502.98,124445853.7,27.2
1893,cassava,20,10,40,40.0,387064.93,0.79,306165.45,0.0
1894,cassava,20,0,-20,-20.0,5285.09,57.93,306165.45,0.0
1895,cassava,10,50,50,50.0,380988.5,0.8,306165.45,0.0
1896,cassava,-30,10,-20,-20.0,375769.6,0.81,306165.45,0.0
1897,cassava,40,0,10,10.0,4026.73,76.03,306165.45,0.0
1898,cassava,-30,20,50,50.0,380823.56,0.8,306165.45,0.0
1899,cassava,50,0,40,40.0,3271.72,93.58,306165.45,0.0
1900,cassava,-30,30,50,50.0,380707.38,0.8,306165.45,0.0
1901,cassava,0,0,-20,-20.0,6543.44,46.79,306165.45,0.0
1902,cassava,-30,50,0,0.0,380988.5,0.8,306165.45,0.0
1903,cassava,30,20,40,40.0,380899.69,0.8,306165.45,0.0
1904,cassava,-20,-30,-40,-40.0,62921.37,2033.77,127967550.95,41.48
1905,cassava,10,10,50,50.0,372306.75,0.82,306165.45,0.0
1906,cassava,-20,-30,-10,-10.0,24962.95,4735.88,118221542.24,91.74
1907,cassava,20,30,20,20.0,380815.5,0.8,306165.45,0.0
1908,cassava,-10,20,0,0.0,380848.94,0.8,306165.45,0.0
1909,cassava,10,40,20,20.0,380330.12,0.8,306165.45,0.0
1910,cassava,-10,40,-20,-20.0,380183.81,0.81,306165.45,0.0
1911,cassava,30,-20,-20,-20.0,121958.64,996.29,121506208.59,16.32
1912,cassava,20,-40,-30,-30.0,105690.88,1189.86,125757820.99,21.71
1913,cassava,-40,50,0,0.0,380988.5,0.8,306165.45,0.0
1914,cassava,40,0,30,30.0,193228.75,632.82,122279159.84,10.31
1915,cassava,-40,10,20,20.0,507817.09,0.6,306165.45,0.0
1916,cassava,10,30,-30,-30.0,380793.88,0.8,306165.45,0.0
1917,cassava,30,-40,30,30.0,103120.23,1178.57,121534616.43,19.54
1918,cassava,10,-20,-40,-40.0,85375.63,1456.08,124313686.65,26.19
1919,cassava,30,30,10,10.0,380837.13,0.8,306165.45,0.0
1920,cassava,10,-20,-10,-10.0,74368.86,1671.28,124291255.11,30.49
1921,cassava,10,-20,0,0.0,74346.85,1682.42,125082755.72,31.28
1922,cassava,0,-20,40,40.0,74940.62,1724.71,129250691.06,35.37
1923,cassava,30,40,-20,-20.0,380476.43,0.8,306165.45,0.0
1924,cassava,50,-30,50,50.0,92378.8,1210.72,111844933.28,16.02
1925,cassava,10,30,-20,-20.0,380793.88,0.8,306165.45,0.0
1926,cassava,-30,-20,20,20.0,77816.53,2553.87,198733059.34,294.91
1927,cassava,-30,-30,40,40.0,65266.78,2037.55,132984193.33,46.64
1928,cassava,30,-20,-40,-40.0,152438.29,813.07,123943100.13,13.9
1929,cassava,20,0,30,30.0,5285.09,57.93,306165.45,0.0
1930,cassava,-30,20,-40,-40.0,380823.56,0.8,306165.45,0.0
1931,cassava,10,-20,20,20.0,75305.28,1672.7,125963122.71,31.71
1932,cassava,0,0,-30,-30.0,6543.44,46.79,306165.45,0.0
1933,cassava,50,30,-10,-10.0,507840.5,0.6,306165.45,0.0
1934,cassava,20,50,40,40.0,380988.5,0.8,306165.45,0.0
1935,cassava,10,40,50,50.0,380330.12,0.8,306165.45,0.0
1936,cassava,-30,30,-10,-10.0,380707.38,0.8,306165.45,0.0
1937,cassava,30,30,40,40.0,380837.13,0.8,306165.45,0.0
1938,cassava,-30,50,20,20.0,380988.5,0.8,306165.45,0.0
1939,cassava,10,40,-20,-20.0,380330.12,0.8,306165.45,0.0
1940,cassava,20,30,-40,-40.0,380815.5,0.8,306165.45,0.0
1941,cassava,-20,-20,10,10.0,51718.04,3494.34,180720448.62,343.71
1942,cassava,10,20,-40,-40.0,380874.31,0.8,306165.45,0.0
1943,cassava,-20,-30,30,30.0,63559.92,2057.23,130757451.53,44.83
1944,cassava,0,20,40,40.0,380861.62,0.8,306165.45,0.0
1945,cassava,-10,-40,40,40.0,60215.88,2144.23,129116932.86,45.3
1946,cassava,-10,10,10,10.0,377361.17,0.81,306165.45,0.0
1947,cassava,-10,50,-40,-40.0,380988.5,0.8,306165.45,0.0
1948,cassava,50,10,-30,-30.0,434527.87,0.7,306165.45,0.0
1949,cassava,40,-20,-10,-10.0,144614.93,825.67,119404252.49,12.77
1950,cassava,0,0,10,10.0,84271.84,1550.14,130633341.61,32.34
1951,cassava,10,-40,-10,-10.0,71635.62,1737.03,124433158.2,31.94
1952,cassava,-40,50,30,30.0,380988.5,0.8,306165.45,0.0
1953,cassava,0,40,-20,-20.0,380256.97,0.81,306165.45,0.0
1954,cassava,-30,-30,50,50.0,65671.25,2026.15,133059528.31,46.41
1955,cassava,10,40,40,40.0,380330.12,0.8,306165.45,0.0
1956,cassava,10,0,-20,-20.0,5788.43,52.89,306165.45,0.0
1957,cassava,50,-30,-30,-30.0,66956.53,1695.9,113551538.41,23.99
1958,cassava,-40,10,-10,-10.0,507817.09,0.6,306165.45,0.0
1959,cassava,-10,40,-40,-40.0,380183.81,0.81,306165.45,0.0
1960,cassava,50,50,-40,-40.0,380988.5,0.8,306165.45,0.0
1961,cassava,-30,20,30,30.0,380823.56,0.8,306165.45,0.0
1962,cassava,50,-30,20,20.0,83461.11,1323.07,110425108.95,17.0
1963,cassava,-30,-40,20,20.0,55545.02,2356.35,130883551.77,52.8
1964,cassava,20,30,0,0.0,380815.5,0.8,306165.45,0.0
1965,cassava,10,40,-10,-10.0,380330.12,0.8,306165.45,0.0
1966,cassava,-20,-10,-30,-30.0,1880.72,162.79,306165.45,0.0
1967,cassava,-40,-30,10,10.0,62828.18,2118.09,133075587.16,48.93
1968,cassava,20,40,-30,-30.0,380403.27,0.8,306165.45,0.0
1969,cassava,20,-10,30,30.0,94246.27,1339.03,126198665.16,24.92
1970,cassava,-30,-20,-30,-30.0,52055.12,3373.48,175606743.56,271.8
